id,title,url,description,category,icon,visible,sort_order
site77,动漫花园资源网,https://www.dongmanhuayuan.com/,,4b99597b-e13d-4c36-bdbb-8413e28f2bbe,,1,76
site78,简单动漫,https://www.36dm.org/,,4b99597b-e13d-4c36-bdbb-8413e28f2bbe,,1,77
site79,萌番组,https://bangumi.moe/,,4b99597b-e13d-4c36-bdbb-8413e28f2bbe,,1,78
site80,哔哩哔哩／bilibili／B站 第三方客户端,https://flowus.cn/share/d6d21952-ff11-4011-88db-40816482b12e?code=CZ3ECT,官方版均对非会员做了限制,bf0b2554-6d09-45ef-a0c5-704f18783c35,,1,79
site81,抖音TV版,https://flowus.cn/share/215d6927-9f1c-408d-9b8d-ac48b5da7c13?code=CZ3ECT,,bf0b2554-6d09-45ef-a0c5-704f18783c35,,1,80
site82,爱奇艺 小爱音箱提取小書修改,https://flowus.cn/share/18ac6235-2f8b-4a18-a16c-23c0f6a3dfef?code=CZ3ECT,,bf0b2554-6d09-45ef-a0c5-704f18783c35,,1,81
site83,芒果TV 小爱音箱提取版,https://flowus.cn/share/90650e99-6044-4321-aaa3-05811636df95?code=CZ3ECT,,bf0b2554-6d09-45ef-a0c5-704f18783c35,,1,82
site84,腾讯视频 小爱音箱提取版,https://flowus.cn/share/f1cbbe86-cca0-40bf-92fb-02a73b80cae6?code=CZ3ECT,,bf0b2554-6d09-45ef-a0c5-704f18783c35,,1,83
site85,阿里云盘TV版,https://flowus.cn/share/24e3173a-ccc5-4287-bb67-7229900ee2c7?code=CZ3ECT,第三方客户端,0ffed573-9eb3-4f6a-af3c-256ba2a8eddd,,1,84
site86,百度网盘TV版,https://pan.baidu.com/download,,0ffed573-9eb3-4f6a-af3c-256ba2a8eddd,,1,85
site87,迅雷云盘TV版,https://flowus.cn/share/1b79d09e-378f-4a22-a331-fe95f04c1ffe?code=CZ3ECT,,0ffed573-9eb3-4f6a-af3c-256ba2a8eddd,,1,86
site88,网盘TV版,https://pc.115.com/tv.html,,0ffed573-9eb3-4f6a-af3c-256ba2a8eddd,,1,87
site89,天翼云盘TV版,https://www.tvmao.com/tvapp/45186.html,,0ffed573-9eb3-4f6a-af3c-256ba2a8eddd,,1,88
site90,中国移动云盘TV版,https://yun.139.com/w/#/client?type=2,,0ffed573-9eb3-4f6a-af3c-256ba2a8eddd,,1,89
site91,Emotn Browser,https://www.ddooo.com/softdown/213370.htm,,e48edbe0-1efd-4e4b-9e87-90adb4f7ee7b,,1,90
site92,飞视浏览器,https://www.tvmao.com/tvapp/63457.html,,e48edbe0-1efd-4e4b-9e87-90adb4f7ee7b,,1,91
site93,i酷浏览器,https://www.tvmao.com/sjapp/29773.html,,e48edbe0-1efd-4e4b-9e87-90adb4f7ee7b,,1,92
site94,百科浏览器,https://www.ddooo.com/softdown/166030.htm,,e48edbe0-1efd-4e4b-9e87-90adb4f7ee7b,,1,93
site95,TV Bro,https://url67.ctfile.com/d/14869667-59641894-be1643?p=kyon,,e48edbe0-1efd-4e4b-9e87-90adb4f7ee7b,,1,94
site96,BrowseHere,https://browsehere.en.malavida.com/android/,,e48edbe0-1efd-4e4b-9e87-90adb4f7ee7b,,1,95
site97,Puffin TV,https://filehippo.com/zh/android/download_puffin-tv-fast-web-browser/,,e48edbe0-1efd-4e4b-9e87-90adb4f7ee7b,,1,96
site98,Firefox TV 48,https://url67.ctfile.com/f/14869667-1008083267-08aa45?p=kyon,,e48edbe0-1efd-4e4b-9e87-90adb4f7ee7b,,1,97
site99,TVBox,https://flowus.cn/share/aac6bf05-ae48-411f-a67c-91977658e9af?code=CZ3ECT,支持看VIP影视和直播,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,98
site100,由于电视机型号太多，APP安装教程请参照此链接,https://www.znds.com/jc/,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,99
site101,稳定永久免费看电视直播方案,https://mp.weixin.qq.com/s/_1HVx3YNJOlLmtkPSX46-w,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,100
site102,WebViewTvLive,https://flowus.cn/share/c1117034-e047-4e96-bd8e-b517ff8c28b6?code=CZ3ECT,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,101
site103,CCTV Viewer,https://flowus.cn/share/c2fc6ed0-1db7-4bb3-88a3-9ef09674da7d?code=CZ3ECT,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,102
site104,mytv,https://flowus.cn/share/d049e3fe-d830-46c1-9f23-47da4919a696?code=CZ3ECT,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,103
site105,ZY Player／亦搜／恒星播放器,https://www.axutongxue.top/2023/06/blog-post.html,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,104
site106,荐片播放器,https://www.jianpian12.com/,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,105
site107,海阔视界,https://flowus.cn/share/107a313d-9396-4ebc-bb2b-6dde2547a460?code=CZ3ECT,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,106
site108,TVBOX,https://flowus.cn/share/aac6bf05-ae48-411f-a67c-91977658e9af?code=CZ3ECT,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,107
site109,ZYPlayer,https://flowus.cn/share/f822db26-4f2a-4523-89a3-36dcabd7884d?code=CZ3ECT,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,108
site110,瓜子影视,https://gztv87.com/,有海外剧／有短剧／有体育直播,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,109
site111,好好看－纯净版,https://vedl.lxapp0.shop/hkan/01/dl.html?cId=d3486,奈飞／短剧／韩剧,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,110
site112,稳定永久免费电视直播APP推荐,https://mp.weixin.qq.com/s/_1HVx3YNJOlLmtkPSX46-w,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,111
site113,腾讯／爱奇艺／优酷／芒果TV／乐视TV等APP会员低价购买,http://axu.xpsup.cn/category?cpid=5&cid=6&cgid=,5折起,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,112
site114,免费领取 3 个月 iCloud 会员50GB,http://icloud.qsios.com/yun/#/ilink/wx36,限时活动,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,113
site115,iOS稳定免费看VIP影视方案,https://mp.weixin.qq.com/s/fh_tyrGkSEDEELs9HiG19w,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,114
site116,HUPU,https://hupu.us/,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,115
site117,无插件直播,http://www.5cj.tv/,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,116
site118,足球巴巴,https://zqbaba.net/,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,117
site119,JRKAN直播,https://www.jrs01.com/,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,118
site120,新直播,https://xzb19.com/home,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,119
site121,极直播,https://kzb1688.net/,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,120
site122,搜米体育直播,http://smty86.com/,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,121
site123,NBA在线直播,http://zb.new9.me/,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,122
site124,看球,http://www.88kq.net/,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,123
site125,优直播,https://www.yoozhibo.net/,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,124
site126,直播吧,https://www.zhibo8.com/,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,125
site127,球迷网,http://www.qm5.cc/vip/thread-2-1-1.html,比赛录像下载,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,126
site128,直播网,http://www.haoqiu365.com/,,48771dec-cca0-4dcc-8a05-62e0b6c9e5ea,,1,127
site129,爱奇艺,https://www.iqiyi.com/jilupian/,,851bb9b9-2307-4d4d-ad12-83de2d82577f,,1,128
site130,优酷,https://jilupian.youku.com/,,851bb9b9-2307-4d4d-ad12-83de2d82577f,,1,129
site131,腾讯,https://v.qq.com/doco/,,851bb9b9-2307-4d4d-ad12-83de2d82577f,,1,130
site132,B站,https://www.bilibili.com/documentary/,,851bb9b9-2307-4d4d-ad12-83de2d82577f,,1,131
site133,乐视网,http://jilu.le.com/,,851bb9b9-2307-4d4d-ad12-83de2d82577f,,1,132
site134,咪咕,https://www.miguvideo.com/p/channel/5fa4bf015b384c0db8fbfecbdf1c2365,,851bb9b9-2307-4d4d-ad12-83de2d82577f,,1,133
site135,芒果TV,https://www.mgtv.com/doc/?fpa=19687,,851bb9b9-2307-4d4d-ad12-83de2d82577f,,1,134
site136,西瓜视频,https://www.ixigua.com/channel/jilupian/?wid_try=1,,851bb9b9-2307-4d4d-ad12-83de2d82577f,,1,135
site137,纪录片在线观看与下载完全指南,https://mp.weixin.qq.com/s/VJyTnIBc06wKj7ywbBUFOg#:~:text=%E5%A6%82%E6%9E%9C%E4%BD%A0%E9%9C%80%E8%A6%811080p%2F2k%2F4k%2F%E7%94%9F%E8%82%89%E8%B5%84%E6%BA%90,第3节,06509989-22af-4d64-92eb-90b683c3b075,,1,136
site138,Docuwiki,https://docuwiki.net/index.php?title=Main_Page,,06509989-22af-4d64-92eb-90b683c3b075,,1,137
site139,MVGroup,https://forums.mvgroup.org/,,06509989-22af-4d64-92eb-90b683c3b075,,1,138
site140,诸神字幕组,http://subs.kamigami.org/,,06509989-22af-4d64-92eb-90b683c3b075,,1,139
site141,FIX字幕组,https://www.zimuxia.cn/,,06509989-22af-4d64-92eb-90b683c3b075,,1,140
site142,ACI中文字幕组社区,http://forum.chineseaci.com/,,06509989-22af-4d64-92eb-90b683c3b075,,1,141
site143,纪录片之家字幕组,http://www.jlpzj.net/forum.php,,06509989-22af-4d64-92eb-90b683c3b075,,1,142
site144,夏末秋字幕组,https://weibo.com/xiamoqiuzmz,,06509989-22af-4d64-92eb-90b683c3b075,,1,143
site145,光合作用园艺,https://weibo.com/ghzyzmz,,06509989-22af-4d64-92eb-90b683c3b075,,1,144
site146,波旁姐妹花字幕组,http://www.orangesub.com/,,06509989-22af-4d64-92eb-90b683c3b075,,1,145
site147,飞观,https://www.fillgreat.com/#/download,,afd8ac13-80f1-4b65-a1fb-338142f3e43f,,1,146
site148,央视影音,https://app.cctv.com/appkhdxz/more/index.shtml#page5,,afd8ac13-80f1-4b65-a1fb-338142f3e43f,,1,147
site149,Bluray,https://www.blu-ray.com/,,afd8ac13-80f1-4b65-a1fb-338142f3e43f,,1,148
site150,射手网,https://assrt.net/,伪,10af4937-bb78-4e31-a5e9-863a9c8c7b5d,,1,149
site151,Sub HD,https://subhd.tv/,,10af4937-bb78-4e31-a5e9-863a9c8c7b5d,,1,150
site152,字幕库,https://srtku.com/,,10af4937-bb78-4e31-a5e9-863a9c8c7b5d,,1,151
site153,A4K字幕网,https://www.a4k.net/,,10af4937-bb78-4e31-a5e9-863a9c8c7b5d,,1,152
site154,日菁字幕,http://www.mytvbt.net/forumdisplay.php?fid=6,日剧,10af4937-bb78-4e31-a5e9-863a9c8c7b5d,,1,153
site155,韩迷网字幕,http://www.hanmi520.com/forum.php,韩剧,10af4937-bb78-4e31-a5e9-863a9c8c7b5d,,1,154
site156,R3字幕網,https://www.r3sub.com/,繁体字幕,10af4937-bb78-4e31-a5e9-863a9c8c7b5d,,1,155
site157,VCBStudio分享论坛,https://bbs.acgrip.com/,ACG字幕,10af4937-bb78-4e31-a5e9-863a9c8c7b5d,,1,156
site158,Moviesubtitles,http://www.moviesubtitles.org/,也有中文字幕,10af4937-bb78-4e31-a5e9-863a9c8c7b5d,,1,157
site159,Subscene,https://subscene.com/,也有中文字幕,10af4937-bb78-4e31-a5e9-863a9c8c7b5d,,1,158
site160,Open Subtitle,https://www.opensubtitles.org/zh,也有中文字幕,10af4937-bb78-4e31-a5e9-863a9c8c7b5d,,1,159
site161,PodnapisiNET,https://www.podnapisi.net/,也有中文字幕,10af4937-bb78-4e31-a5e9-863a9c8c7b5d,,1,160
site162,SubtitlesHub,https://subtitleshub.net/,也有中文字幕,10af4937-bb78-4e31-a5e9-863a9c8c7b5d,,1,161
site163,奇下载字幕,https://www.qixiazai.com/,,10af4937-bb78-4e31-a5e9-863a9c8c7b5d,,1,162
site164,Addic7edcom,https://www.addic7ed.com/,,10af4937-bb78-4e31-a5e9-863a9c8c7b5d,,1,163
site165,SaltyLeo 的书架,https://book.tstrs.me/,,6b55feea-80b8-48f5-ab86-032e4e951234,,1,164
site166,鸠摩搜书,https://www.jiumodiary.com/,,6b55feea-80b8-48f5-ab86-032e4e951234,,1,165
site167,知搜,https://zhiso.cc/,,6b55feea-80b8-48f5-ab86-032e4e951234,,1,166
site168,Annas Archive 直连访问工具,https://pan.baidu.com/s/14YsxOYNSPhEQRAGc-HrNQw?pwd=kyon,9.5测试可用,30cced60-57de-4204-8cf6-ec9c87de1022,,1,167
site169,最新 Zlibrary 1800万册离线种子与使用方法,https://flowus.cn/share/55f1731d-256f-45f5-bba8-e5b5702fc61a?code=CZ3ECT,,30cced60-57de-4204-8cf6-ec9c87de1022,,1,168
site170,最新 Zlibrary、Annas Archive国内访问与资源下载方法,https://flowus.cn/share/f32b6cae-c0da-42f0-8a25-5997e4423117?code=CZ3ECT,,30cced60-57de-4204-8cf6-ec9c87de1022,,1,169
site171,Annas Archive,https://zh.annas-archive.org/,,30cced60-57de-4204-8cf6-ec9c87de1022,,1,170
site172,zlibrary官方,https://1lib.sk/,,30cced60-57de-4204-8cf6-ec9c87de1022,,1,171
site173,h搜书,https://24hbook.store/,IPFS,30cced60-57de-4204-8cf6-ec9c87de1022,,1,172
site174,hallowLib,https://bk.hallowlib.org/,IPFS,30cced60-57de-4204-8cf6-ec9c87de1022,,1,173
site175,读秀代下,http://dl.zzyyww.cn/?s=05ELMChYkKHaUVk,￥1.9一本,30cced60-57de-4204-8cf6-ec9c87de1022,,1,174
site176,读秀百万书库资源免费下载教程,https://mp.weixin.qq.com/s/1A3s9LFbn5A0v7d3_Yy1Zg,,30cced60-57de-4204-8cf6-ec9c87de1022,,1,175
site177,小力盘,https://www.xiaolipan.com/index.html,,30cced60-57de-4204-8cf6-ec9c87de1022,,1,176
site178,自由图书,https://book5678.com/,,30cced60-57de-4204-8cf6-ec9c87de1022,,1,177
site179,千秋书在,https://www.qqszz.net/,,30cced60-57de-4204-8cf6-ec9c87de1022,,1,178
site180,热点图书网,https://www.happydot.top/,,30cced60-57de-4204-8cf6-ec9c87de1022,,1,179
site181,多读书看好书,https://http561856124.wordpress.com/,,30cced60-57de-4204-8cf6-ec9c87de1022,,1,180
site182,爱悦读,https://www.iyd.wang/,,30cced60-57de-4204-8cf6-ec9c87de1022,,1,181
site183,书葵网,https://www.shukui.net/,,30cced60-57de-4204-8cf6-ec9c87de1022,,1,182
site184,恩京的书房,https://www.enjing.net/,,30cced60-57de-4204-8cf6-ec9c87de1022,,1,183
site185,书籍知识库,https://www.zhishikoo.com/,,30cced60-57de-4204-8cf6-ec9c87de1022,,1,184
site186,一起读书,https://www.17dushu.cn/,,30cced60-57de-4204-8cf6-ec9c87de1022,,1,185
site187,NMOD,https://www.nmod.net/,,30cced60-57de-4204-8cf6-ec9c87de1022,,1,186
site188,Owlook,https://www.owlook.com.cn/,,885be4be-bf8a-4462-932f-f48b3f95ebc2,,1,187
site189,起点中文网,https://www.qidian.com/,,885be4be-bf8a-4462-932f-f48b3f95ebc2,,1,188
site190,趣书网,https://qubook.org/,,885be4be-bf8a-4462-932f-f48b3f95ebc2,,1,189
site191,八零电子书,https://m.txt80.cc/,下载站,885be4be-bf8a-4462-932f-f48b3f95ebc2,,1,190
site192,久久小说网,https://www.jjjxsw.com/,下载站,885be4be-bf8a-4462-932f-f48b3f95ebc2,,1,191
site193,福书村,https://www.fushucun.com/index.html,,885be4be-bf8a-4462-932f-f48b3f95ebc2,,1,192
site194,言情小筑,https://yqxz.org/,,885be4be-bf8a-4462-932f-f48b3f95ebc2,,1,193
site195,知轩藏书资源备份 ¹,https://zxcs.dmnb.cf/,,885be4be-bf8a-4462-932f-f48b3f95ebc2,,1,194
site196,知轩藏书资源备份 ²,https://dl.askk.cc/ms/zxcs,,885be4be-bf8a-4462-932f-f48b3f95ebc2,,1,195
site197,阡陌居,http://www.1000qm.vip/?fromuid=153931,,885be4be-bf8a-4462-932f-f48b3f95ebc2,,1,196
site198,搜书吧,https://www.study.coinworldschool.com/forum.php?register=1&fromuid=2366686,,885be4be-bf8a-4462-932f-f48b3f95ebc2,,1,197
site199,哔哩轻小说,https://www.linovelib.com/,,8d54e7b8-711b-450c-8f90-c83c14d74d9e,,1,198
site200,铅笔小说,https://www.23qb.net/lightnovel/,,8d54e7b8-711b-450c-8f90-c83c14d74d9e,,1,199
site201,轻之国度,https://www.lightnovel.us/,,8d54e7b8-711b-450c-8f90-c83c14d74d9e,,1,200
site202,SF轻小说,https://book.sfacg.com/,,8d54e7b8-711b-450c-8f90-c83c14d74d9e,,1,201
site203,博闻书坊,https://bwsf.cc/?aff=c90aa36ab0397e94,中外知名杂志下载,339a5d1d-dbe4-40ad-9f4c-cb8d49422134,,1,202
site204,白嫖图书馆资源免费看杂志方法,"https://mp.weixin.qq.com/s/0ZfMZyFFG9NGHknFRcA3KQ#:~:text=2-,%E5%9B%BE%E4%B9%A6%E9%A6%86%E8%B5%84%E6%BA%90,-%E9%99%A4%E4%BA%86%E4%BB%A5%E4%B8%8A%E5%9C%B0%E6%96%B9",,339a5d1d-dbe4-40ad-9f4c-cb8d49422134,,1,203
site205,参考网,https://www.fx361.com/,,339a5d1d-dbe4-40ad-9f4c-cb8d49422134,,1,204
site206,期刊杂志,http://new-qk.lifves.com/wap.php,,339a5d1d-dbe4-40ad-9f4c-cb8d49422134,,1,205
site207,杂志天下,https://www.fuyoutech.club/,,339a5d1d-dbe4-40ad-9f4c-cb8d49422134,,1,206
site208,PDF之家,https://pdfzj.com/category/pdf-zazhi,,339a5d1d-dbe4-40ad-9f4c-cb8d49422134,,1,207
site209,电子好物馆,http://zlzazhi.com/,有杂志,339a5d1d-dbe4-40ad-9f4c-cb8d49422134,,1,208
site210,杂志报纸大全,http://www.53bk.com/baokan/,,339a5d1d-dbe4-40ad-9f4c-cb8d49422134,,1,209
site211,中小学教材下载渠道,https://mp.weixin.qq.com/s/kb0IKS7GC-DYpwLtMq3EyQ,,ea526207-8ada-479f-992c-3586849a43e6,,1,210
site212,多个大学教材下载渠道,https://mp.weixin.qq.com/s/lVgufUjFThz_DLb4WSiq7Q,,ea526207-8ada-479f-992c-3586849a43e6,,1,211
site213,PDF教材免费下载教程,https://mp.weixin.qq.com/s/1A3s9LFbn5A0v7d3_Yy1Zg,,ea526207-8ada-479f-992c-3586849a43e6,,1,212
site214,高教书苑,https://ebook.hep.com.cn/index.html#/list/ebook?id=53,只能在线看,ea526207-8ada-479f-992c-3586849a43e6,,1,213
site215,中信／机械工业／清华／电子工业出版社 访问码：8vkr,https://cloud.189.cn/web/share?code=uAjqAjuyIzE3,,ea526207-8ada-479f-992c-3586849a43e6,,1,214
site216,清华大学出版社图书2200本合集,https://www.aliyundrive.com/s/oWnwtfUwBEq,,ea526207-8ada-479f-992c-3586849a43e6,,1,215
site217,人民卫生出版社教材电子版合集,https://www.alipan.com/s/YyxRaj6uPRN,,ea526207-8ada-479f-992c-3586849a43e6,,1,216
